round_num,voter,donated_usd,num_projects
22,0x000000a6813f42fe48800ae9a8d221af00f4757d,0.5036296844482422,1
22,0x0000015d1a32a7a10e90fddb4ba13cf905646333,0.9990772604942322,1
22,0x00000e296e2b54f589d999f3ac209a17117d5664,1.3153177499771118,1
22,0x0000704b5427d1be19059ee68badb88935e6079a,425.0206871032715,1
22,0x000077d4cad5a94a505caea8d5a5c4c4eff969da,4.466553270816803,6
22,0x00024eacb7936b04ba5e07eddfd7fe701e7c66e0,2.196199417114258,1
22,0x000683a18db9ccce193b63c5173badde2142abfb,15.01286244392395,7
22,0x0006955fea7bd133c92b86afdf1b62ad9b879922,17.400026679039,10
22,0x00071940a7dfbc221dab5099c02970b1b60b17cb,1.1996132880449295,6
22,0x00076993122809055293d8210a60d8265a7e17f3,0.705081582069397,4
22,0x000959cbc930b0ad67ce383526121486137c0ff0,2.2337801456451416,1
22,0x00097a256496e4f094b6408a3c50607d59b0364c,1.001948356628418,3
22,0x000be6ea15efe5e7de25314bf6e818cd5a64cb20,3.0970780849456787,3
22,0x000d839d5cb48327c5c9f8143c78b51c1a757bb9,8.999565482139587,9
22,0x000e93fd472a04f32a42c999ef12ee1fb8f86bbb,1.498347282409668,1
22,0x001418a3db539dcf91b6b427ca5b26977ad10489,12.985637187957764,2
22,0x0015f91e93996d7e5979bf32391a8be59aadd606,1.0195033550262451,2
22,0x001724184cb6f1704ec93252cbb8fe3343dc8f63,73.50153160095215,5
22,0x00172e1616e51ceaadf7c91a9f8432d9e5239452,0.9999513626098633,1
22,0x00193064f61e6cce65df849d0063d79a26107a1a,2.496320962905884,1
22,0x001cc1239e2cd8e4974670b86295bb07ab84f07a,0.9999638795852661,1
22,0x00211a126f86c58c4cfd8309b43387e8f533d75d,5.502302050590515,5
22,0x0021942e6ddc7babd2812d528e77486d05754f95,0.12401106208562851,41
22,0x00254e87cbc47b51075102a1d8dba104530c1b83,0.788068950176239,1
22,0x0025d3f03ddd0b067dfb93efb53500776f073fcc,2.2577409744262695,1
22,0x0026ccfcb61acb9f8da5f60028efc708c0f64c1f,3.0005533695220947,1
22,0x002748db885d4ccfe3c7c92143f0805f4ebeec01,0.04832468181848526,1
22,0x0028112a819a2fea8802b27c8abd755152f548ba,5.29364538192749,2
22,0x002a9f2bec808d4bec5037d8befcfcf77a18f1c6,0.6004858911037445,6
22,0x002b5dfb3c71e1dc97a2e5a0a7f69f3e7b83f269,1.2051349878311157,1
22,0x0030b82fd50776aa39b34093844dafdbac319903,1.1985619068145752,1
22,0x003170bf04615dbcc0a237dc7364df6bf3ed4bd7,1.0298773050308228,1
22,0x003770b0448156f41817df2c6aa27778114c75fc,11.647811889648438,8
22,0x0038c9d58542a9eb58ddbb9b9454e0c39b5dfc2b,1.0000513792037964,1
22,0x003c137ddabd6bc11781d52d6d841a89db7fccfe,1.2350647449493408,1
22,0x003c9f72c550fabb7ac70493d5cc9a4fe1702770,1.0999281406402588,1
22,0x003dc32fe920a4aaeed12dc87e145f030aa753f3,17.84925138950348,17
22,0x00409fc839a2ec2e6d12305423d37cd011279c09,200.10868072509766,19
22,0x0040daac32d83c78546ae36da42a496b28ab09e1,58.02678680419922,4
22,0x0041295026c20b8dd3dd4f7a650f5d6d9d24f236,0.5996449291706085,6
22,0x00468f6fe26dbab138571f2c3b91c8dfe3e241dc,12.098366379737854,11
22,0x00479e528d49904e79d4502c7c70431eaee7d0a1,0.18193119205534458,10
22,0x004ee4f2e7c94f313f4701f9755dc0171cbd6721,11.000328063964844,9
22,0x00517b07db18a4210276398fe3fab14dc60f495c,18.90165138244629,9
22,0x005518ff57dc1b5e71fbeed9906dab484687c7b0,5.003724098205566,1
22,0x0057bd83a142da84b6404616c683e21e7dd6fa5f,21.010169744491577,3
22,0x0057be07beef5d9b4beb9e2d147906e83d1915c8,19.928860902786255,8
22,0x0057dde1d8a0cc7aa68dc5db7f00d21cd5e12afc,0.5998024195432663,6
22,0x005b12f5b7c22b497528fa0a6bc81510748fb58e,21.47579574584961,4
22,0x005f0fd5235436b13b90ce66d5b3258e104b5f3d,3.537622332572937,3
22,0x005f77c52ecdffc4a66d8833348fa89b4c49069f,16.95001792907715,1
22,0x005f7da905da92cbeb092f4fef6d262bf513a862,1.8553954362869263,1
22,0x006254729ad977042210071b2e118c82739a191b,0.9988459348678589,1
22,0x006430fcbd1e29275c4058fc278b78a486f8a69e,5.003724098205566,3
22,0x006689cee3f4c0dcc92c4dc67921b651ed53777d,8.975253105163574,1
22,0x00678920b62b9b453337b5c781fe868dbb1366e5,24.33966064453125,2
22,0x006864be677ce396d43d905287ad7b5b64ac6a54,1.0500165224075317,1
22,0x0068b52f56c2f00266a0604909754d32db434bc3,2.109175682067871,1
22,0x006a5a2ad4f88a77c0f633d229dcfb5333f5f077,0.9990234375,1
22,0x006e29ccb31e0f57279c2e75cb36d52e39e746d1,1.33979070186615,1
22,0x0070f51f45a0ba576696bfac83f879dfd8278d72,10.978721380233765,10
22,0x007164ebbd0e29788307bb57398cca932c8c4c32,2.5616657733917236,1
22,0x007678a2fb7ee0e04a6b1ae37ff7fd6cfb22046a,0.26587167382240295,1
22,0x0078f290838ee72228944a716145aad0f2a384d5,2.4708447456359863,1
22,0x007ce29065b856dfbe23c4b51f1b3ba093cbf08a,8.350829601287842,2
22,0x007d6c079da209f7a956c8b1b69e4178c6dbacc1,3.0001755952835083,3
22,0x007e6fdc023d91698bf15fd187364cf8058851b2,1.009769320487976,1
22,0x007f2a313d86ec27a88d56e347e7beef47eb8666,3.0487250089645386,3
22,0x007f77b222086052e8aebca83f969b012884e49d,7.607518672943115,3
22,0x00810def583ec026fefcb0757200eba8a6758f99,0.19990280270576477,1
22,0x0084fb1d84f2359cafd00f92b901c121521d6809,20.01409149169922,1
22,0x008602f9d001270e63c220c698bb084a12a5f55a,1.227565050125122,1
22,0x0087b8616714e74d681430bf4f9a1189965bb16f,20.00891876220703,4
22,0x008a1d32dbce56d907e2679a52fb69d5565d8d22,12.325603723526001,2
22,0x008eb93741b44bf075f4e3bb76a6aabfc52c28c0,0.024664249271154404,1
22,0x008fa7ec9b24322e2ce6ed8e7e3c3085d9a07178,9.99497127532959,1
22,0x0090440c9a8bf9b8cf6b3e9bef34a92ad55bbd54,0.030221130698919296,1
22,0x009168e5efcb871e1973e85855cf03f19694e833,18.649921894073486,2
22,0x00946becb06fbf072467d2d6e375ff4cf7b98c94,11.103035807609558,6
22,0x00958684dab34ce23477891e4102516c1599e27f,1.0007065534591675,1
22,0x009616f526f79bee4e9c417439e6fef6d41bde48,0.5998711735010147,6
22,0x00974a7a1ebac51d88684367e6b6a3842e7eba68,22.531781673431396,2
22,0x009787006bc217b7e37a1f28d65e6227a494213d,0.23540421947836876,15
22,0x009be5d2db68b795c2c8ca8d0423d82b0f7593b7,13.813664436340332,8
22,0x009cb61627257362b63ed363c7e72870be90e9e8,55.54065823554993,37
22,0x009cee532e73ef20832fdaa259a6d0c80106dfd8,1.0568760633468628,1
22,0x009d0e8be473564797f27d2276881e71cbd537a0,6.181601047515869,2
22,0x009d82edeea43d1076aa2510712de7f85b2b1c9d,2.0017213821411133,1
22,0x00a2adda53729a7e1fc77bc001a836710f0f50f5,11.203923225402832,10
22,0x00a63087446564108e0df27f5c26bbfa886b98cd,51.4281530380249,10
22,0x00a66045ccc58a3e79999d6de0f49809c577ed3c,30.249309062957764,16
22,0x00a8d6b7f8d765b21eb849297ee5ab83e266345d,8.83044719696045,1
22,0x00a954cc669db68907ecb690900e8ffd53b9fc07,1.1995730996131897,6
22,0x00aca718916e1feaeea3863704041e04dcc62a9c,1.000580906867981,1
22,0x00b08452745e13ff02f2386aab579c3bc209303f,14.99556040763855,6
22,0x00b36398d806247d7365315a3281fa1747f988af,2.9965665340423584,1
22,0x00b555ad266c51c5f24b714358917bf1a2fdaaaf,15.74933910369873,6
22,0x00b6d5dee77b17bb0a4dea1ad66351bf8c72e702,12.469877004623413,17
22,0x00b8d6527f20ed827904d8b0224bea45aa86869c,2.7078092098236084,1
22,0x00ba9bbe4c5afb4fdb3b6f8f97beff1be894d990,2.444275140762329,1
22,0x00bc203d37f6891965797f728119c38137f06d30,19.934194087982178,13
